@RELATION signals

@ATTRIBUTE heart_rate NUMERIC
@ATTRIBUTE stress_level_value NUMERIC
@ATTRIBUTE eda NUMERIC
@ATTRIBUTE temp NUMERIC
@ATTRIBUTE Theta NUMERIC
@ATTRIBUTE Alpha NUMERIC
@ATTRIBUTE BetaL NUMERIC
@ATTRIBUTE BetaH NUMERIC
@ATTRIBUTE Gamma NUMERIC
@ATTRIBUTE Q15 NUMERIC

@DATA
68,12,0.0142975518672199,31.4588,2.43282469002976,1.61818915223214,1.23484148854166,0.872537716369047,0.537889343005952,-1
69,20,0.0151473583333333,31.454366666666605,2.376601984375,1.63921825982142,1.22953401190476,0.7832618806547621,0.48827282485119,1
70,23,0.019599330543933,31.461466666666603,1.9201250571725497,1.34353716245916,0.871522938372438,0.788648213097712,0.416248012474012,1
66,19,0.0259022249999999,31.501333333333307,2.09834171294921,1.4408955709830702,1.1111116465696398,0.7558876517671509,0.46502951098901,0
66,19,0.0259022249999999,31.501333333333307,2.09834171294921,1.4408955709830702,1.1111116465696398,0.7558876517671509,0.46502951098901,-2
71,9,0.0279461493775933,31.5156333333333,2.3386328172619,1.82274553883928,1.4146659599702298,0.957011605059524,0.610144036160714,2
71,9,0.0279461493775933,31.5156333333333,2.3386328172619,1.82274553883928,1.4146659599702298,0.957011605059524,0.610144036160714,2
73,17,0.0282006625,31.5424999999999,2.2999704735119,1.7949308797619,1.30623220565476,0.8077699955357142,0.533390051785714,1
71,13,0.0308400622406639,31.5606999999999,2.31964949642857,1.7332262983630902,1.10777415148809,0.6673262303571421,0.426467673214285,1
75,21,0.0323236916666666,31.569816666666604,2.4688569089694,1.45369799094149,0.904872913572913,0.632332959162459,0.39942163082863,0
75,21,0.0323236916666666,31.569816666666604,2.4688569089694,1.45369799094149,0.904872913572913,0.632332959162459,0.39942163082863,2
71,7,0.0347469958333333,31.6010499999999,1.9937336177083305,1.3910291186011898,0.948955836309523,0.53026761235119,0.3619886052083329,1
70,13,0.0377647029288702,31.629733333333306,2.09573653229166,1.17940209627976,0.7747565433035709,0.535327678720238,0.35160774985119,1
69,22,0.0400789291666666,31.640133333333306,1.85434846777546,1.3177755724680702,0.873797375705375,0.56569646005346,0.36048516513216494,2
69,22,0.0400789291666666,31.640133333333306,1.85434846777546,1.3177755724680702,0.873797375705375,0.56569646005346,0.36048516513216494,2
71,18,0.0414279460580912,31.649233333333306,2.53443003184523,1.4524455174107098,0.973849038690476,0.7271623126488092,0.462269815625,1
71,11,0.0441970083333333,31.6643999999999,1.8054196636904696,1.31511000386904,0.908237016369047,0.588236404464285,0.3774637677083329,-1
71,11,0.0441970083333333,31.6643999999999,1.8054196636904696,1.31511000386904,0.908237016369047,0.588236404464285,0.3774637677083329,2
71,22,0.0443295208333333,31.6700333333333,1.97861087068452,1.43672422425595,0.938604723958332,0.6488433196428571,0.451300589434523,-1
68,9,0.0449792083333333,31.6782666666666,2.37180813468963,1.58070687986337,2.8669805996436,1.04104241386991,0.761757862340362,-1
73,7,0.0471761083333333,31.6860666666666,1.7559701333333302,1.30244673735119,1.07109604122023,0.776362615625,0.572864657738095,0
70,20,0.0488247541666666,31.6951666666666,2.28544592782738,1.40669433422619,1.05314205833333,0.77051202455357,0.587539477380952,1
70,15,0.0507601499999999,31.7009322033898,1.91460202827381,1.31354538377976,0.8797094141369051,0.6759816718749989,0.446973442261904,0
75,24,0.05224284100418401,31.709033333333306,1.67405063468963,1.33484893258093,0.7980913901098899,0.5036385899910889,0.362441504009503,1
75,24,0.05224284100418401,31.709033333333306,1.67405063468963,1.33484893258093,0.7980913901098899,0.5036385899910889,0.362441504009503,1
78,24,0.0534668493723849,31.6968999999999,1.56546494017857,1.3607480852678502,0.841296807142857,0.5056380308035711,0.331736643005952,0
78,23,0.0580596125,31.7010983606557,3.59397616160714,2.23242586696428,1.6584502159226102,0.8169024979166658,0.542538170089285,1
78,23,0.0580596125,31.7010983606557,3.59397616160714,2.23242586696428,1.6584502159226102,0.8169024979166658,0.542538170089285,1
76,16,0.0604927416666666,31.7034,1.88828406756756,1.2066879002079,0.813740095782595,0.502659605880605,0.312519895010395,1
