@RELATION signals

@ATTRIBUTE heart_rate NUMERIC
@ATTRIBUTE stress_level_value NUMERIC
@ATTRIBUTE eda NUMERIC
@ATTRIBUTE temp NUMERIC
@ATTRIBUTE Theta NUMERIC
@ATTRIBUTE Alpha NUMERIC
@ATTRIBUTE BetaL NUMERIC
@ATTRIBUTE BetaH NUMERIC
@ATTRIBUTE Gamma NUMERIC
@ATTRIBUTE Q15 {dislike,neutral,like}

@DATA
83,38,5.16527352083332,30.8302333333333,3.66810070357142,1.34991525907738,0.657327076934523,0.47499941235119,0.361788073214285,like
88,37,4.8654900583333305,30.9412333333333,4.17195937485119,1.5368838218749898,0.764239307440476,0.44669779047619,0.326099230505952,neutral
83,1,4.21381392916666,31.238033333333306,2.50625844717262,1.33460336249999,0.546692691517857,0.3464176126488089,0.256604085416666,like
83,24,3.98110817154811,31.3651333333333,3.44749318295218,1.47984999673299,0.613653586724087,0.393607614939114,0.245457215622215,neutral
80,1,3.8940511624999914,31.4441,3.4631763096726096,1.35091727440476,0.531906008482142,0.377903711904762,0.24398474434523806,dislike
82,1,3.77611170416666,31.5039333333333,5.02306755833333,1.40381967127976,0.6378457627976191,0.414972433630952,0.284721620535714,like
80,24,3.71814587916666,31.517366666666604,5.00252195500445,1.25240589263439,0.603513171220671,0.343465958271458,0.231779281704781,dislike
80,1,3.6697607833333294,31.5411999999999,5.59229290982142,1.75519604122023,0.690939524999999,0.430102713839285,0.289152720386904,dislike
82,1,3.5956549,31.5585333333332,4.26463435952381,1.38380949866071,0.602642069494047,0.365560842410714,0.23807984672619,like
78,23,3.60251632916666,31.5988833333333,62.20167731071421,20.172692596130897,8.55913486770833,2.959536127678569,1.09760143616071,like
78,25,3.6122793999999914,31.632333333333307,10.2538808734778,2.86482934778734,1.5516498561033505,0.84846510989011,0.504528461686961,neutral
83,14,3.53455925833333,31.6799999999999,2.64863194598214,1.16014940535714,0.527282726041666,0.363903948511904,0.236051158928571,like
83,14,3.53455925833333,31.6799999999999,2.64863194598214,1.16014940535714,0.527282726041666,0.363903948511904,0.236051158928571,neutral
78,1,3.4929340875,31.701666666666604,6.14396793571428,1.68940618080357,0.72405298095238,0.407880978571428,0.251800301339285,like
78,1,3.4929340875,31.701666666666604,6.14396793571428,1.68940618080357,0.72405298095238,0.407880978571428,0.251800301339285,neutral
80,1,3.4722282375,31.6682999999999,2.8739915729166605,1.28343030997023,0.4905733150297621,0.30474567886904697,0.191803070684523,like
80,1,3.50459055,31.5920499999999,59.1712303228393,13.5802117493317,5.57970904484704,2.52969812607662,0.8695523716958721,dislike
80,1,3.50459055,31.5920499999999,59.1712303228393,13.5802117493317,5.57970904484704,2.52969812607662,0.8695523716958721,like
81,1,3.49420268333333,31.5974499999999,6.11964313794642,2.09189109776785,1.01186329672619,0.443638657738095,0.25980941860119,like
80,1,3.4897419624999904,31.587216666666603,3.54136379241071,1.15015653080357,0.555109962053571,0.32301533883928496,0.2233654875,dislike
81,17,3.4864745041666603,31.5516,15.8297398275913,4.17044692797742,1.88663277324027,0.7820511577071569,0.3959156657261649,dislike
78,21,3.4675225624999904,31.5047999999999,4.43944909315476,1.4029401846726102,0.6314273476190471,0.350194084821428,0.240446588541666,like
78,24,3.43033985833333,31.4268,2.967864674553569,1.06790516294642,0.515817055654761,0.40804216547619,0.300061162797618,like
78,24,3.43033985833333,31.4268,2.967864674553569,1.06790516294642,0.515817055654761,0.40804216547619,0.300061162797618,like
78,1,3.44248016666666,31.370333333333306,18.482022305464803,4.43133473566973,1.71879272972972,0.815279423373923,0.390838075735075,like
78,23,3.4569494708333304,31.309516666666603,5.46550244464285,2.21474094732142,0.8160609258928571,0.529210852083333,0.37316192083333294,neutral
75,18,3.474722375,31.238033333333306,3.8068651141369,1.62362280104166,0.7783079910714279,0.519367024404761,0.321226418154761,like
75,18,3.474722375,31.238033333333306,3.8068651141369,1.62362280104166,0.7783079910714279,0.519367024404761,0.321226418154761,like
73,16,3.4545466416666604,31.17235,22.987044411458307,3.4399545083333303,1.3003571910714198,0.7539367620535709,0.341766978571428,like
72,19,3.44855718333333,31.108333333333203,32.1344999351054,4.334501708345711,2.2514449942084904,0.6669996759726751,0.317868989456489,like
71,12,3.4503902,31.043766666666603,3.63389036011904,1.3763938623511898,0.5172179105654761,0.294431379910714,0.17580904270833306,dislike
71,12,3.4503902,31.043766666666603,3.63389036011904,1.3763938623511898,0.5172179105654761,0.294431379910714,0.17580904270833306,like
71,18,3.4515459791666605,30.993766666666602,7.650168259970231,1.9580113577380904,0.870022533779761,0.419716363988095,0.263679069791666,like
71,18,3.4515459791666605,30.993766666666602,7.650168259970231,1.9580113577380904,0.870022533779761,0.419716363988095,0.263679069791666,like
72,21,3.45527271666666,30.9354999999999,2.08055934036234,1.21684069349569,0.474500279328779,0.29626894431244394,0.20772657068607006,like
72,21,3.45527271666666,30.9354999999999,2.08055934036234,1.21684069349569,0.474500279328779,0.29626894431244394,0.20772657068607006,dislike
73,20,3.4587552125,30.8859166666667,3.633660972916661,1.45376331383928,0.5695712602678571,0.2892627718749989,0.202573399553571,like
72,20,3.4500247583333303,30.8475,5.63679263645833,1.73403054642857,0.593607495238095,0.34027416949404704,0.230108285416666,like
72,20,3.4500247583333303,30.8475,5.63679263645833,1.73403054642857,0.593607495238095,0.34027416949404704,0.230108285416666,dislike
73,21,3.4381078375,30.80475,4.35367929449404,1.796729309375,0.6415730102678571,0.3362823845238089,0.218475252678571,like
74,18,3.44541767083333,30.749183333333306,2.63770358182358,1.22253339931689,0.528261474606474,0.284967359518859,0.19290474725274695,like
74,18,3.44541767083333,30.749183333333306,2.63770358182358,1.22253339931689,0.528261474606474,0.284967359518859,0.19290474725274695,like
72,20,3.2671066416666603,30.693016666666605,1457.2253830050504,656.531954105803,306.284916300892,90.4880606666666,35.7547254980654,dislike
72,15,0.26098860833333304,29.3797499999999,670.3187314923471,269.303441535714,111.91589942601999,85.3050924183673,35.9924695484694,like
